target_id	length	eff_length	est_counts	tpm
T05H4.13a.2	1596	1400.01	4	60.2432
T05H4.13b.1	1910	1731	0	0
T05H4.13b.2	1923	1717.95	0	0
T05H4.13c.1	1669	1473.66	0	0
T05H4.13c.2	1682	1485.72	0	0
T08B1.3	1379	1200	0	0
F56D12.1a.1	1840	1695.96	0	0
F56D12.1a.2	1936	1787.66	0	0
F56D12.1a.3	1850	1706.51	0	0
F56D12.1b.1	1542	1363	0	0
F56D12.1b.2	1638	1459	0	0
F56D12.1b.3	1552	1373	0	0
F56D12.1c.1	1823	1677.92	0	0
F56D12.1c.2	1919	1769.62	0	0
F56D12.1c.3	1833	1688.47	0	0
F56D12.1d.1	1660	1515.9	2	27.8189
F56D12.1d.2	1936	1787.66	0	0
F45H10.1a.1	1748	1569	0	0
F45H10.1a.2	1567	1388	0	0
F45H10.1b	872	693.804	1	30.3909
F13D12.4a.1	1789	1665.18	4.99901	63.2998
F13D12.4a.2	1828	1702.16	6.8656e-07	8.50471e-06
F13D12.4a.3	1840	1722.82	0	0
F13D12.4b	1824	1683.72	0.000988828	0.0123831
F01F1.6.1	1832	1628.58	0	0
F01F1.6.2	1952	1755.96	5	60.0392
C54D1.4	1656	1477	0	0
F42G9.5a	2154	1985.18	0	0
F42G9.5b	1588	1400.52	3	45.1662
Y69F12A.2a.1	1587	1408	0	0
Y69F12A.2a.2	1656	1477	0	0
Y69F12A.2b.1	1650	1471	0	0
Y69F12A.2b.2	1719	1540	0	0
C01F6.5	772	573.324	5	183.887
F23B2.6	791	603.077	19	664.295
M18.7a.1	959	766.985	8	219.929
M18.7a.2	1093	889.895	0	0
M18.7b	1139	961.899	0	0
F36A4.7	6024	5898.91	40	142.978
C05E11.4	1728	1549	0	0
F49E11.3	1569	1390	0	0
M195.3	2360	2181	0	0
C05E11.5	1883	1704	0	0
R13G10.2	2642	2463	0	0
B0019.1	2357	2178	0	0
F25C8.2a	1398	1219	0	0
F25C8.2b	1131	952	0	0
ZK973.6	25871	25589.6	3	2.47194
C08B6.9	1240	1013.86	8	166.377
K06H7.6	2323	2081.68	4	40.516
F15H10.3a.1	771	575.389	0	0
F15H10.3a.2	765	569.755	0	0
F15H10.3a.3	775	578.951	0	0
F15H10.3b	697	504.053	2.5	104.579
F15H10.3c	697	504.053	2.5	104.579
F15H10.3d	770	575.317	0	0
F35G12.9	565	369.149	1	57.1187
F46F3.4a	2753	2550.25	10	82.6794
F46F3.4b	2541	2331.64	0	0
F46F3.4c	1807	1628	0	0
F46F3.4d	1449	1270	0	0
VF36H2L.1	1107	902.96	3	70.054
ZC434.6a	2375	2106.6	0.883921	8.8473
ZC434.6b	2381	2112.61	0.116079	1.15855
C42D8.8a	2729	2542.36	0.488953	4.05518
C42D8.8b	2723	2536.56	2.51105	20.8733
F55A12.7	1604	1425	0	0
T05H10.2	1279	1100	0	0
W03G9.4.1	2097	1909.89	11.4849	126.794
W03G9.4.2	2337	2134.18	9.51514	94.0079
K04G2.8a	3894	3656.9	0.785788	4.53078
K04G2.8b	3900	3663.61	0.214212	1.23286
F02E8.3	576	386.444	2	109.125
Y105E8A.9	3014	2834.77	4	29.7524
F29G9.3	613	421.04	2	100.158
Y71H2B.10a	3112	2919.03	0	0
Y71H2B.10b	903	724	0	0
Y71H2B.10c	2496	2313.4	2	18.2289
T20B5.1.1	3372	3134.17	6.57654e-08	4.42442e-07
T20B5.1.2	3297	3059.47	2	13.7837
W09G10.4a	4130	3927.61	1	5.36849
W09G10.4b	3417	3238	0	0
R11A5.1a	2926	2713.46	0.000612137	0.0047567
R11A5.1b	2896	2682.8	1.99939	15.7141
F53H8.1	1454	1248.24	2	33.7842
Y48G8AL.14	638	458.448	1	45.9928
W04G3.4	2154	1975	0	0
K08D9.3	2267	2144.19	8	78.6697
F32A5.5a	1026	847	0	0
F32A5.5b.1	988	809	0	0
F32A5.5b.2	1006	827	0	0
C01G6.1a.1	1189	1026.36	3.9977	82.1283
C01G6.1a.2	1195	1037.63	0.00213631	0.0434115
C01G6.1a.3	1204	1041.46	0.000118145	0.00239196
C01G6.1b.1	1207	1042.74	4.37256e-05	0.000884177
C01G6.1b.2	1076	911.868	0	0
C01G6.1b.3	1222	1057.84	0	0
Y69E1A.7a	1386	1207	0	0
Y69E1A.7b	1089	910	0	0
F40F9.9	1001	822	0	0
C35A5.1	1050	871	0	0
C32C4.2a	741	562	0	0
C32C4.2b	870	691	0	0
C32C4.2c	876	697	0	0
C32C4.2d	281	102.039	0	0
M02F4.8.1	1141	962	0	0
M02F4.8.2	1237	1058	0	0
K02G10.7a	1022	843	0	0
K02G10.7b	1134	955	0	0
K07A1.16a	830	651	0	0
K07A1.16b	767	588	0	0
ZK1321.3	990	811	0	0
ZK525.2	908	737.452	1	28.5922
ZK1320.6	1705	1526	0	0
F01G4.2a	916	719.63	13	380.903
F01G4.2b.1	701	522	0	0
F01G4.2b.2	830	627.989	0	0
B0336.2.1	1212	1008.13	19	397.39
B0336.2.2	1158	957.672	0	0
F57H12.1	988	805.476	48	1256.52
Y116A8C.12	615	424.501	1	49.6708
F31A9.3a	1074	895	0	0
F31A9.3b	1050	871	0	0
C01C7.1a	3509	3276.24	2	12.8717
C01C7.1b	3575	3347.16	4.92808e-07	3.10443e-06
F54C9.10.1	966	743.008	0	0
F54C9.10.2	1021	793.452	4	106.297
F19H8.3	555	376	0	0
ZK632.8	715	505.29	2	83.4583
F45E4.1	679	500	0	0
Y57G11C.13	1067	867.973	14	340.097
C38D4.8	573	394	0	0
F53H8.2	1530	1351	0	0
W02B12.6a	2607	2428	0	0
W02B12.6b	2356	2177	0	0
F28H1.3.1	3459	3319.2	0	0
F28H1.3.2	3460	3320.36	0	0
F28H1.3.3	3472	3332.44	26	164.51
C15F1.6	1136	956.025	20	441.104
Y71F9AL.16	1651	1429.15	2	29.5075
K07C5.1	1703	1520.47	6	83.2058
Y79H2A.6	1376	1202.17	6	105.237
Y6D11A.1	865	671.886	2	62.7646
Y37D8A.1	699	524.033	4	160.946
C35D10.16	810	609.733	2	69.1625
M01B12.3	723	535.382	3	118.151
F35G12.10.1	1028	836.433	2.14833e-06	5.41564e-05
F35G12.10.2	1151	950.764	29	643.14
F02E8.1.1	1185	1025.22	0	0
F02E8.1.2	1065	906.319	2.03954	47.4495
F02E8.1.3	1208	1046.16	14.9605	301.528
Y53F4B.15	1344	1166.64	2	36.1472
K07A12.3	477	297.918	23	1627.84
C53B7.4	522	331.074	5	318.439
B0252.2	1828	1584.65	1	13.306
ZK455.4	1935	1756	0	0
W03G1.7a	1864	1685	0	0
W03G1.7b	1714	1535	0	0
Y39B6A.20.1	1304	1125	0	0
Y39B6A.20.2	1374	1195	0	0
Y39B6A.20.3	1304	1125	0	0
Y39B6A.20.4	1298	1119	0	0
T18H9.2a	2391	2182.15	0	0
T18H9.2b	1775	1567.32	1	13.4531
H22K11.1	1468	1289	0	0
R12H7.2	1475	1296	0	0
F21F8.3.1	1243	1064	0	0
F21F8.3.2	1253	1074	0	0
F21F8.7	1240	1069.41	1	19.7168
K08F8.2	1407	1228	0	0
T04C10.4.1	1067	888	0	0
T04C10.4.2	998	819	0	0
F45E6.2	2377	2158.37	2	19.5382
C07G2.2a	2155	1942.82	0	0
C07G2.2b	2164	1951.01	0	0
C07G2.2c.1	2281	2071.15	0	0
C07G2.2c.2	2307	2098.4	0	0
C07G2.2d.1	2083	1870.07	0	0
C07G2.2d.2	2015	1815.66	6	69.6782
F26D10.9a	1968	1789	0	0
F26D10.9b	863	684	0	0
C38C6.2a	2234	2026.19	0	0
C38C6.2b	2091	1882.9	2	22.3966
C38C6.2c.1	1243	1064	0	0
C38C6.2c.2	1023	844	0	0
T06E4.3a	7715	7536	0	0
T06E4.3b	7712	7533	0	0
T06E4.3c	3293	3114	0	0
Y48G1BL.2a	7664	7461.59	3.61872	10.226
Y48G1BL.2b	5621	5399.65	1.38128	5.39382
W04D2.1a	3171	2917.21	0	0
W04D2.1b	3093	2833.54	0	0
W04D2.1c	3047	2796.11	0	0
W04D2.1d	2969	2712.05	1	7.77467
C34E10.6.1	1937	1777.67	215.469	2555.73
C34E10.6.2	1846	1701.71	1.53059	18.9651
F27C1.7a.1	861	672.893	0	0
F27C1.7a.2	943	752.268	13.242	371.161
F27C1.7a.3	896	703.597	0	0
F27C1.7a.4	942	751.64	26.758	750.626
F27C1.7a.5	914	724.59	0	0
F27C1.7b	949	757.843	0	0
D2045.1a	3612	3561.17	0	0
D2045.1b	2527	2459.83	5	42.8593
D2045.1c	3190	3135.47	0	0
D2045.1d	3695	3516	0	0
B0207.12a	1251	1072	0	0
B0207.12b	1457	1278	0	0
B0207.12c	720	541	0	0
R11G10.1a	2221	2042	0	0
R11G10.1b.1	1665	1486	0	0
R11G10.1b.2	1826	1647	0	0
R11G10.1c	733	554	0	0
B0464.7	555	369.061	13	742.722
F57B10.11	708	509.838	3	124.071
Y71F9AR.1	3399	3218.89	1	6.55049
C54D1.6	2594	2415	0	0
C05D2.4a	1636	1457	0	0
C05D2.4b	1663	1484	0	0
K08F8.4a	1563	1384	0	0
K08F8.4b	1411	1232	0	0
Y105E8A.5	1912	1733	0	0
F20D12.3	2263	2084	0	0
T25F10.5	1710	1531	0	0
T13C5.5	1052	867.229	1	24.3135
M7.3	2040	1861	0	0
T19E7.3a	1334	1155	0	0
T19E7.3b	555	362.336	2	116.385
C54C6.2	1403	1228.71	2.00533	34.4127
T27F2.3.1	568	382.789	0	0
T27F2.3.2	954	745.929	11	310.939
C50B8.2	1057	856.527	5	123.086
C09G5.6	2979	2800	0	0
F59E12.12	970	791	0	0
F56C11.1	4660	4403.57	1	4.78824
K04F10.4a.1	2328	2140.84	4.91151	48.3739
K04F10.4a.2	2327	2138.93	9.0826	89.5352
K04F10.4b.1	2376	2188.17	7.77242e-07	7.48955e-06
K04F10.4b.2	2375	2186.26	1.41827e-06	1.36785e-05
K04F10.4c.1	3563	3325.58	0	0
K04F10.4c.2	3562	3323.68	0	0
K04F10.4d.1	3207	2995.59	2.74599	19.3284
K04F10.4d.2	3206	2993.68	4.2599	30.0037
K04F10.4e.1	2548	2349.69	0	0
K04F10.4e.2	2547	2347.78	0	0
K04F10.4f.1	2738	2534.2	0	0
K04F10.4f.2	2737	2532.29	0	0
F45G2.5	609	430	0	0
Y73B6BL.34	994	815	0	0
F23B12.8a.1	2999	2795.27	2.91901	22.0187
F23B12.8a.2	3003	2799.17	1.07838	8.12313
F23B12.8b	3028	2822.8	0.00260929	0.0194905
F13H8.10a	3688	3509	0	0
F13H8.10b	1955	1776	0	0
F13H8.10c.1	1803	1624	0	0
F13H8.10c.2	1884	1705	0	0
F54B11.6	836	639.617	2	65.9311
F23H11.5.1	427	262.885	0	0
F23H11.5.2	487	322.644	40	2614.07
C36A4.8a	1972	1755.76	2	24.0184
C36A4.8b	487	308	0	0
K04C2.4.1	2191	1983.41	0.929312	9.87937
K04C2.4.2	2189	1981.17	2.06892	22.0193
K04C2.4.3	2210	2000.8	0.00176606	0.0186115
C53B4.7a.1	1331	1152	0	0
C53B4.7a.2	1469	1290	0	0
C53B4.7b	1402	1223	0	0
C53B4.7c.1	1297	1118	0	0
C53B4.7c.2	1469	1290	0	0
C53B4.7c.3	1406	1227	0	0
C53B4.7d	1415	1236	0	0
C53B4.7e	1500	1321	0	0
Y39E4B.9a	1052	873	0	0
Y39E4B.9b	1194	1015	0	0
Y39E4B.9c	1203	1024	0	0
Y39E4B.9d	1288	1109	0	0
B0464.4.1	2033	1854	0	0
B0464.4.2	2115	1877.94	5	56.1396
Y73E7A.7a	1327	1139.35	2	37.0128
Y73E7A.7b	838	648.315	0	0
T12G3.8a	1670	1424.69	0.396496	5.8681
T12G3.8b	1669	1423.87	0.603504	8.93698
F45E12.2	2600	2352.42	2	17.9265
F56A3.5	501	322	0	0
Y79H2A.1a	1808	1663.69	0	0
Y79H2A.1b	1550	1408.64	0	0
Y79H2A.1c	1735	1590.99	0	0
Y79H2A.1d	1388	1222.82	1	17.2433
Y79H2A.1e	1754	1608.47	0	0
F15D4.1	5235	5056	0	0
R06C7.8	3064	2854.28	16	118.196
F57B9.5	1563	1353.07	7	109.084
C23H4.1.1	1942	1762.06	1	11.9663
C23H4.1.2	2008	1831.28	0	0
C23H4.1.3	2083	1904.87	0	0
C23H4.1.4	2044	1863.97	0	0
F54D8.4	1098	919	0	0
D1022.8	1196	1017	0	0
K05G3.3	1081	902	0	0
R01E6.3a	1114	935	0	0
R01E6.3b	989	810	0	0
R173.1	1119	944.573	1	22.3226
T28F2.3	974	795	0	0
C13C12.1a	756	577	0	0
C13C12.1b	787	608	0	0
C18E9.1	759	580	0	0
M02B7.6a	848	669	0	0
M02B7.6b	671	492	0	0
T07G12.1a	1517	1338	0	0
T07G12.1b	935	756	0	0
T07G12.1c	822	643	0	0
C01G6.8a	3259	3077.44	2.82506e-08	1.93561e-07
C01G6.8b	3181	2994.86	6.99767	49.2671
C01G6.8c	2783	2584.47	0.00232983	0.0190078
D2024.6	1216	995.624	7	148.246
M106.5	1421	1213.13	6	104.286
F41G4.2a	3990	3811	0	0
F41G4.2b.1	1710	1546.33	8.9987	122.704
F41G4.2b.2	1727	1565.77	0.00130326	0.0175504
W01C8.6a	1874	1695	0	0
W01C8.6b	1685	1506	0	0
B0432.5a	1672	1493	0	0
B0432.5b	1496	1317	0	0
B0432.5c	1675	1496	0	0
F32G8.6	915	736	0	0
T13F2.8a	840	654.623	0.106908	3.44349
T13F2.8b	829	643.175	0	0
T13F2.8c	941	747.318	15.8931	448.419
C56A3.7a	1177	998	0	0
C56A3.7b	1081	902	0	0
C56A3.7c	604	425	0	0
C56A3.7d	967	788	0	0
R10E11.1a	6657	6517.02	0.00036753	0.00118912
R10E11.1b	6690	6550.41	9.55268e-06	3.07494e-05
R10E11.1c	6570	6430.92	4.99962	16.3925
C54D2.5a	6129	5950	0	0
C54D2.5c	6174	5995	0	0
C54D2.5d	6273	6094	0	0
C54D2.5e	6150	5971	0	0
C54D2.5f	4257	4078	0	0
T28F2.5	1962	1783	0	0
Y56A3A.20	1312	1116.93	21	396.437
Y73F8A.6	1071	892	0	0
F26E4.9.1	558	373.826	0	0
F26E4.9.2	644	457.589	10.5238	484.927
F26E4.9.3	717	530.943	14.4762	574.893
T10B9.10	1620	1441	0	0
F08F3.7	1590	1411	0	0
ZK177.5.1	1691	1512	0	0
ZK177.5.2	1769	1590	0	0
ZC518.3a	1855	1657.44	0	0
ZC518.3b	3032	2820.33	0	0
ZC518.3c.1	2270	2073.94	16	162.668
ZC518.3c.2	2347	2148.21	0	0
ZC518.3d	2034	1855	0	0
ZC518.3e	2405	2180.09	0	0
T05C12.7	1869	1683.44	46	576.157
T21B10.7	1926	1719.53	8	98.0981
K01C8.10.1	1853	1689.59	8.29299	103.493
K01C8.10.2	1854	1690.46	5.70701	71.1841
C07G2.3a.1	1928	1729.22	16.0062	195.173
C07G2.3a.2	1829	1637.83	16.2997	209.842
C07G2.3b.1	1564	1364.72	1.60714	24.8308
C07G2.3b.2	1465	1273.33	1.44365	23.9057
C07G2.3b.3	1544	1344.34	0	0
C07G2.3b.4	1476	1272.16	0.643283	10.662
C07G2.3b.5	1464	1259.91	0	0
F01F1.8a.1	1910	1733.87	0.0247334	0.300779
F01F1.8a.2	1906	1730.22	0.112354	1.3692
F01F1.8b.1	1900	1723.26	1.94502	23.7987
F01F1.8b.2	1896	1719.61	8.9179	109.348
C43E11.10	1755	1532.2	1	13.7615
C17G10.4a	2541	2330.85	0	0
C17G10.4b.1	3257	3059.3	5	34.461
C17G10.4b.2	3324	3121.59	2.58847e-06	1.74843e-05
C17G10.4c	2520	2323.8	0	0
C17G10.4d	2586	2381.25	0	0
C17G10.4e	2583	2375.01	0	0
K06A5.7.1	2262	2057.82	25.9989	266.397
K06A5.7.2	2291	2087.19	0.00106093	0.0107178
F16B4.8	2029	1885.72	6	67.0895
ZK637.11	1072	868.261	1	24.2846
R05H5.2	837	658	0	0
R07G3.1	1032	845.284	5	124.723
C47D2.2	900	721	0	0
F49E8.4	635	438.527	2	96.1643
C15B12.7a	2021	1822.78	1	11.5677
C15B12.7b	2136	1930.54	0	0
ZK112.7	10154	9975	0	0
F25F2.2a	13301	13122	0	0
F25F2.2b	6145	5825.93	1	3.61922
F08B4.2a	4647	4468	0	0
F08B4.2b	4215	4036	0	0
F08B4.2c	4332	4153	0	0
F08B4.2d	3900	3721	0	0
R05H10.6	4364	4185	0	0
F59C12.1	2006	1827	0	0
C45G7.5	5385	5206	0	0
B0034.3a	3443	3229.12	1.29298	8.44285
B0034.3b	1036	837.599	0	0
B0034.3c	932	731.701	0.707017	20.374
T05G5.3.1	1185	1000.53	0.0257609	0.54289
T05G5.3.2	1225	1038.97	22.9742	466.25
F18H3.5a	1225	1046	0	0
F18H3.5b	1417	1238	0	0
T27E9.3	1108	918.848	4	91.7903
Y39G10AL.3.1	1260	1042.36	11	222.514
Y39G10AL.3.2	1260	1037.43	0	0
F39H11.3	1969	1793.44	1	11.7569
H25P06.2a	1356	1160.9	0	0
H25P06.2b	1602	1401.19	5	75.2409
R06F6.1	1593	1392.72	41	620.728
F35E8.11	896	717	0	0
Y54E10A.15	2567	2341	7	63.049
ZK1236.2	1232	1053	0	0
Y47H9C.4a	3729	3656.45	0	0
Y47H9C.4b	3495	3431.4	0	0
Y47H9C.4c	3389	3310.62	1.31087	8.34891
Y47H9C.4d	972	785.096	0.689135	18.5081
Y41D4B.13a	1096	926.695	6.14681	139.86
Y41D4B.13b	653	474.414	5.85319	260.145
Y41D4B.13c	374	195	0	0
C48D1.2a	2467	2288.39	10.0194	92.3196
C48D1.2b	864	689.622	0.980572	29.9812
C35D10.9a	1873	1647.16	4	51.2041
C35D10.9b	1939	1718.02	0	0
C02F4.1	5683	5357.88	1	3.93539
F56D2.7	2063	1873.55	1	11.2542
C48B4.4a	5542	5190.63	1.40376	5.70235
C48B4.4b	5548	5196.92	0.593915	2.40968
C48B4.4c	5587	5237.69	0.00232234	0.00934904
C48B4.4d	5749	5396.55	0	0
F08F1.5	1572	1342.9	1	15.7014
T07C4.8	1292	1116.74	8	151.05
C09G12.8a	747	568	0	0
C09G12.8b	1585	1406	0	0
ZK512.3	4355	4176	0	0
Y106G6E.5a	2289	2039.57	3	31.0144
Y106G6E.5b	2803	2552.49	0	0
R09F10.9	412	233	0	0
F16H11.4	576	397	0	0
C27A12.5	823	644	0	0
C16C2.1	552	373	0	0
K02B12.1	1601	1422	0	0
C34C6.8	255	76.5072	0	0
ZK265.4	964	785	0	0
Y65B4BR.9	448	269	0	0
W03A3.1	1095	916	0	0
F33D11.4	545	366	0	0
R13A5.5	1088	892.179	1	23.6335
F46C8.5	1056	877	0	0
C13G5.1.1	568	389	0	0
C13G5.1.2	625	446	0	0
D1007.1	717	538	0	0
ZC64.3a	2523	2344	0	0
ZC64.3b	2043	1864	0	0
ZC64.3c	1308	1129	0	0
F20D12.6a	526	347	0	0
F20D12.6b	693	514	0	0
F31E3.1	1282	1103	0	0
T26C11.6	2744	2545.04	5	41.4243
F29F11.5a	1468	1289	0	0
F29F11.5b	868	689	0	0
F29F11.5c	1072	893	0	0
ZK652.5	1042	863	0	0
F55B12.1	900	721	0	0
K12H4.1	2231	2052	0	0
F46F3.1a	1015	826.314	1	25.5173
F46F3.1b	513	334	0	0
K03A11.3	711	532	0	0
C33D12.7	1025	846	0	0
C33D12.1	1098	919	0	0
W05E10.3	1865	1686	0	0
C10G8.7	820	641	0	0
C10G8.6	1093	914	0	0
C37E2.4	836	657	0	0
C37E2.5a	1297	1118	0	0
C37E2.5b	1135	956	0	0
C37E2.5c	1111	932	0	0
F22D3.1a	2709	2480.57	8.9965	76.472
F22D3.1b	2736	2508.05	0.00349699	0.0293994
T26C11.7	1560	1380.43	4	61.0978
F17A2.5	1071	874.863	3	72.3039
T26C11.5	1317	1108.67	1	19.0185
C28A5.4	1030	851	0	0
Y54F10AM.4a	4176	3997	0	0
Y54F10AM.4b	2071	1846.56	1.83248	20.9246
Y54F10AM.4c	2077	1852.77	0.167521	1.90646
C07G2.1a	1893	1752.1	9.31056	112.046
C07G2.1b	617	434.81	3.68944	178.913
C03D6.3a	2156	1977	0	0
C03D6.3b	1814	1635	0	0
F52B5.5a.1	2092	1861.7	3.31264	37.5185
F52B5.5a.2	2141	1908.54	6.51786e-08	7.20087e-07
F52B5.5b	929	737.701	0.687361	19.6465
F43G9.11	837	658	0	0
ZK909.4	996	817	0	0
F33A8.3	1280	1122.47	10	187.848
F46F11.2	1010	842.275	28	700.946
M01E11.5.1	1004	824.538	0	0
M01E11.5.2	1026	846.2	17	423.601
Y39A1C.3.1	1183	1025.03	0	0
